,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
1623,22.5150270018,88.3675311506,The Cafe Store,,,,,,,,,"Coffee,HotChocolate,PorkPlatter,Mojito,Cappuccino,ChickenWrap,Omelette"
1624,22.5955700079,88.4170913324,Ganesh Pav Bhaji," Swimming Pool, Sector 1, Salt Lake","Swimming Pool Chaat, Sector 1",200, Street Food,                                4 PM to 10 PM (Mon-Sun),3.2,Quick Bites,11 votes,
1625,22.625229,88.440309,Food Is Love,,,,,,,,,
1626,22.554782964,88.3509949967,Hot Kathi Rolls," 1B, Park Estate, Park Street Area, Kolkata",Park Street Area,200," Fast Food, Rolls",                                11 AM to 10 PM (Mon-Sun),3.7,Quick Bites,444 votes,"KaathiRoll,ChikenRoll,MuttonRoll,DoubleChickenEggRoll"
1627,22.517652,88.3555245,Mayer Cabin, 156A,Desapriya Park,200," Street Food, North Indian",                                12 Noon to 10 PM (Mon-Sun),3.3,Quick Bites,22 votes,
1628,22.5602001,88.3516711,Pulpy Grape Juice," 3A, Humayun Place, New Market Area, Kolkata",New Market Area,150," Juices, Beverages",                                11:30 AM to 9:30 PM (Mon-Sun),3.8,Beverage Shop,104 votes,PureGrapeJuice
1629,22.598617708,88.3670339361,Chittaranjan Mistanna Bhandar," 34B, Shobha Bazar Street, Near Lal Mandir, Shobha Bazar, Kolkata",Shobha Bazar,100, Mithai,                                8 AM to 8 PM (Mon-Sun),4.3,Sweet Shop,285 votes,"Rasgulla,ChocolateSandesh,MalaiChamCham,GulabJamun,MishtiDoi"
1630,22.5289646,88.3800084,Arman Biriyani," 103/1, Picnic Garden Road, Picnic Garden, Kolkata",Picnic Garden,250, Biryani,                                12 Noon to 12 Midnight (Mon-Sun),3.1,Casual Dining,16 votes,
1631,22.483116783,88.3140358329,Chiku's Kitchen," 175/1/1 James Long Sarani, Near Buro Asothwatala, Behala, Kolkata",Behala,200, Fast Food,                                5 PM to 10 PM (Mon-Sun),2.6,Quick Bites,19 votes,
1632,22.5564604,88.3546679,Hong Kong Chinese Restaurant," 44, Mirza Ghalib Street, New Market Area, Kolkata",New Market Area,500," Chinese, Continental","                                10 AM to 3:30 PM, 6:30 PM to 10 PM (Mon-Sun)",2.9,Casual Dining,24 votes,
1633,22.569530254,88.3703883737,Turmeric," 28, A.P.C. Road, Sealdah Area, Kolkata",Sealdah Area,500," Bengali, North Indian, Chinese",                                10:30 AM to 10:30 PM (Mon-Sun),2.8,Casual Dining,21 votes,
1634,22.5823909,88.4501323,Annapurna Sweets," 55, Bangur Avenue, Block B, Bangur, Kolkata",Bangur,100, Mithai,                                7:30 AM to 9 PM (Mon-Sun),3.1,Sweet Shop,8 votes,
1635,22.5734491,88.413695,The Cakesmith," IB Block, Near Big Bazar, Sector 3, Salt Lake","Sector 3, Salt Lake",400, Bakery,                                9 AM to 9 PM (Mon-Sun),3.3,Bakery,21 votes,
1636,22.5801583718,88.3704017848,Ghosh & Co.," 86, Raja Ram Mohan Sarani, College Street, Kolkata",College Street,100, Mithai,                                9 AM to 10 PM (Mon-Sun),3.2,Sweet Shop,11 votes,
1637,22.5801583718,88.3704017848,China Garden,,,,,,,,,
1638,22.545992,88.38522,The Olive & Co.,,,,,,,,,
1639,22.6015105,88.4056349,Maggi Point,,,,,,,,,
1640,22.5064675,88.3510976563,Agarwals Food Delivery,,,,,,,,,
1641,22.6042610063,88.4065938368,Banarasi Chaat Bhandar,,,,,,,,,
1642,22.5731088604,88.3664817363,Lucknow Biryani,,,,,,,,,
1643,22.595119,88.4059047,Hungry & Skinny," 1st Floor, CE 217, Sector 1, Salt Lake","Sector 1, Salt Lake",300," Desserts, Bakery",                                9 AM to 10 PM (Mon-Sun),3.7,Dessert Parlor,77 votes,"Cupcake,Brownie"
1644,22.637132,88.3513515,Spice Vally,,,,,,,,,
1645,22.5744469,88.3646796,Food Square," 1/1/1D, Bankim Chatterjee Street, College Street, Kolkata",College Street,400," Fast Food, Burger",                                11 AM to 8 PM (Mon-Sun),2.9,Quick Bites,4 votes,
1646,22.6204272544,88.3486121893,Blossom Food Plaza," 241/1, G.T. Road, Liluah, Howrah",Liluah,350," North Indian, Chinese",                                10:30 AM to 11 PM (Mon-Sun),3,Casual Dining,39 votes,
1647,22.6204272544,88.3486121893,Prity's Kitchen," 11, Broad Street, Ballygunge, Kolkata",Ballygunge,350," Cafe, Chinese",                                12 Noon to 10:30 PM (Mon-Sun),2.9,Cafe,6 votes,"Momos,Noodles"
1648,22.5162782,88.3489776,Dakshin," 4th Floor, Lake Mall, 104, Yum Street Food Court, Rash Behari Avenue, Kolkata","Lake Mall, Rash Behari Avenue",350, South Indian,"                                11 AM to 9 PM (Mon, Tue, Thu, Fri), 11 AM to 9:30 PM...",3.3,Casual Dining,22 votes,
1649,22.6053827049,88.4106593952,The Cake Xpress,,,,,,,,,
1650,22.5322567,88.3456388,Eat Smart,,,,,,,,,"LemonChicken,VegManchurian,HakkaNoodles,ChilliGarlicNoodles,HunanChicken"
1651,22.5195377062,88.3855790645,Awesome Foods,,,,,,,,,
1652,22.470654,88.380123,Bangaleeana,,,,,,,,,
1653,22.5278663,88.3578922,Aqua Java Zasu,,,,,,,,,Noodles
1654,22.5347619495,88.349395059,Creamery,,,,,,,,,IceCreamRoll
1655,22.6297261,88.421313,Maharaja," 55, King Edward Court, Chowringhee Road, Chowringhee, Kolkata",Chowringhee,1000," Chinese, Continental, Mughlai",                                12 Noon to 11 PM (Mon-Sun),3.9,"Casual Dining,Bar",180 votes,Decor
1656,22.5631189326,88.3236297593,Chaat Chator," 3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah","Avani Riverside Mall, Shibpur",300, Street Food,                                11 AM to 11 PM (Mon-Sun),3.3,Food Court,32 votes,
1657,22.5875170813,88.3678818494,Subodh Chandra Mullick," 64A, Ramdulal Sarkar Street, Hatibagan, Kolkata",Hatibagan,100, Mithai,                                7 AM to 10 PM (Mon-Sun),3.4,Sweet Shop,20 votes,
1658,22.584575,88.2435527778,Blue Heaven," 711302, Andul Road, Duillya Station Road, Andul Road, Howrah",Andul Road,300," Chinese, North Indian",                                11 AM to 11 PM (Mon-Sun),3.3,Casual Dining,70 votes,HyderabadiChicken
1659,22.5314688,88.3459803,Raviz," 63, Ashutosh Mukherjee Road, Near Netaji Bhawan Metro Station, Bhawanipur, Kolkata",Bhawanipur,400," North Indian, Mughlai",                                11:30 AM to 11:30 PM (Mon-Sun),2.9,Casual Dining,129 votes,"ChickenReshmiButterMasala,ReshmiKebab,ChickenBharta,ButterNaan"
1660,22.6528351143,88.3786522597,Anandamayee Sweets," P 710, Lake Town, Block-A, Near Spencers, Lake Town, Kolkata",Lake Town,100, Mithai,                                7 AM to 10 PM (Mon-Sun),3.3,Sweet Shop,14 votes,"Rabri,Kachori,AamDoi"
1661,22.4922707,88.3824643,Cozy Nook," 92, Santoshpur Avenue, Near Lake Shibmainder, Santoshpur, Kolkata",Santoshpur,600," Chinese, Tibetan",                                5 PM to 11 PM (Mon-Sun),3.3,Quick Bites,54 votes,"Momos,ChikenRoll,Noodles,FishFry"
1662,22.5637363,88.3531779796,Sher E Punjab," 3A, Motisil Street, New Market area, Kolkata",Esplanade,200," Chinese, Fast Food",                                10 AM to 11 PM (Mon-Sun),2.5,Quick Bites,15 votes,
1663,22.5481293,88.353589,Star Vada Pav," 25A, Vardaan Market, Camac Street Area, Kolkata",Camac Street Area,300, Street Food,                                11 AM to 9:30 PM (Mon-Sun),2.8,Quick Bites,33 votes,VadaPav
1664,22.5430396732,88.3621546626,Royal Sweets," 17/1, Karaya Road, Near Sana Nursing Home, Park Circus Area, Kolkata",Park Circus Area,250, Mithai,                                8 AM to 8 PM (Mon-Sun),3.1,Sweet Shop,12 votes,
1665,22.5132612706,88.4001518413,Deli - The Gateway Hotel," The Gateway Hotel, 1930, Rajdanga Main Road, Near Ruby Hospital Area, Kasba, Kolkata","The Gateway Hotel, Kasba",400," Bakery, Desserts, Cafe",                                24 Hours (Mon-Sun),3.5,"Dessert Parlor,Cafe",16 votes,
1666,22.5708469715,88.3690003306,Annapurna," 23B, Mahatma Gandhi Road, Sealdah Area, Kolkata",Sealdah Area,300," Chinese, South Indian",                                11 AM to 10:30 PM (Mon-Sun),2.7,Casual Dining,35 votes,"Dhokla,Breakfast,Thepla,AlooBonda,BananaChips"
1667,22.6454801,88.4330905,Gateway," Hotel Gateway Continental, Gate 1, Airport, VIP Road & Jessore Road Crossing, Dum Dum, Kolkata",Dum Dum,1000," North Indian, Chinese, Continental",                                11 AM to 11 PM (Mon-Sun),3.3,Casual Dining,48 votes,Noodles
1668,22.5292384,88.3463597,Tawa," 13A, Indra Roy Road, Bhawanipur, Kolkata",Bhawanipur,400," Fast Food, North Indian",                                12 Noon to 10:30 PM (Mon-Sun),2.6,Quick Bites,13 votes,
1669,22.5018260587,88.3617134392,Ar-Han-Thai," Spencers, Basement, South City Mall, 375, Prince Anwar Shah Road, Kolkata","South City Mall, Prince Anwar Shah Road",500," Chinese, Lebanese",                                11 AM to 10 PM (Mon-Sun),3.6,Food Court,136 votes,"ShawarmaRoll,ChickenShawarama,ChickenShawarmaSalad,ChickenShwarmaRoll,PaneerShawarma,ChilliChicken,Noodles"
1670,22.5052587,88.367262,New Mirch Masala," 37, Gariahat Road(South), Near Seelampur Bus Stop, Dhakuria, Kolkata",Dhakuria,400," Chinese, North Indian, Rolls","                                12:30 PM to 2:30 PM, 4 PM to 10 PM (Mon-Sun)",3.3,Casual Dining,37 votes,"ChikenRoll,Momos"
1671,22.6223143,88.4501735,Simply Corn," Ground Floor, City Center 2","City Centre 2 Mall, Rajarhat New Town",150, Fast Food,                                10 AM to 10 PM (Mon-Sun),3.3,Kiosk,20 votes,
1672,22.5777963,88.4188579,Anubhab Fast Food Center," Shop 16, GD Market, Sector 3, Salt Lake","Sector 3, Salt Lake",350," North Indian, Chinese",                                12:30 PM to 9 PM (Mon-Sun),2.9,Quick Bites,4 votes,
1673,22.6233529,88.4504858,Flavour's," 2nd Floor, Hangout Food Court, City Center 2","City Centre 2 Mall, Rajarhat New Town",600, North Indian,                                11:30 AM to 11:30 PM (Mon-Sun),2.6,Food Court,31 votes,ChickenTikkaKebab
1674,22.524623,88.273853,New Arsalaan Biryani," Battala Market, Jora Bridge, Santoshpur, Kolkata",Santoshpur,500, Biryani,                                12 Noon to 10 PM (Mon-Sun),3.1,Quick Bites,6 votes,
1675,22.5998667,88.4696983,Cafe Ekante Eco Park Jetty," Eco Island, Eco Park, Action area II, Rajarhat New Town, Kolkata","Eco Park, Rajarhat New Town, Kolkata",150, Beverages,                                2:30 PM to 9:30 PM (Mon-Sun),3.2,Kiosk,14 votes,
1676,22.583925,88.391386,Delight,,,,,,,,,
1677,22.5842595597,88.3548070863,Hungry Hut," 35B, Northern Avenue, Dum Dum, Kolkata",Dum Dum,350," Chinese, North Indian",                                11 AM to 11 PM (Mon-Sun),2.7,Casual Dining,24 votes,
1678,22.487805,88.3504166,A-1 Taj Biryani House,,,,,,,,,
1679,22.5848269925,88.3672273904,City's Sizzler," 28, Bidhan Sarani, Machuabazar, Kolkata",Hatibagan,600," Chinese, North Indian, Continental",                                12 Noon to 11 PM (Mon-Sun),2.9,Casual Dining,111 votes,"TandooriChicken,MuttonKasha,MixedFriedRice,Chowmein,SweetCornChickenSoup"
1680,22.6248258,88.3795249,Food Chaska,,,,,,,,,
1681,22.5105815,88.3870271,Tandoor Nest,,,,,,,,,
1682,22.7674278,88.3883455,Sudama Roll Centre,,,,,,,,,
1683,22.5924148274,88.3136335015,Angan Bar And Restaurant," 59/6, Kantapukur, 3rd Bye Lane, Kadamtala, Howrah Station Area, Howrah",Kadamtala,600," Biryani, Mughlai, Chinese",                                11 AM to 11 PM (Mon-Sun),3.1,Casual Dining,60 votes,Decor
1684,22.5440355,88.3985454,West View Bar & Grill - ITC Sonar," ITC Sonar, J.B.S. Haldane Avenue, E.M. Bypass, Science City Area, Kolkata","ITC Sonar, Science City Area",4500," European, Mediterranean",                                4 PM to 11:45 PM (Mon-Sun),3.8,"Fine Dining,Bar",91 votes,"Tiramisu,SeafoodPaella"
1685,22.5440355,88.3985454,Swad Restaurant,,,,,,,,,TandooriChicken
1686,22.5147640484,88.3424850181,Saladified,,,,,,,,,
1687,22.1959698,88.1697485,Sonartori Ganga Kuthir - Ffort Raichak," Ffort Raichak, Post Bag 1, Sarisa, South 24 Parganas, Falta, Kolkata","Ffort Raichak, Raichak",1600, Bengali,"                                7:30 PM to 10:30 PM (Mon-Fri),12:30 PM to 3 PM, 7:30...",3.6,Fine Dining,57 votes,Luchi
1688,22.615023,88.355338,Tandoori Darbar," 553/A, Diamond Harbour Road, Near Behala Muncipal Corporation Office, Behala, Kolkata",Behala,700," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),3.4,Casual Dining,337 votes,"TandooriChicken,DalMakhani,ButterNaan,ChickenTikkaButterMasala,ChickenReshmiButterMasala,ChickenBharta,MuttonBiryani"
1689,22.4949036,88.371128,Cafe Kabira,,,,,,,,,"Coffee,Omelette"
1690,22.5139476196,88.396057114,H2O," 387, Rajadanga Main Road, Rashbehari Connector, Kasba, Kolkata",Kasba,600," North Indian, Chinese, Continental",                                1 PM to 11:30 PM (Mon-Sun),2.7,"Casual Dining,Bar",84 votes,"Noodles,TandooriChicken,Chowmein,BarbequeChicken"
1691,22.6529659953,88.3774871752,Dunlop Coffee House," 150/A, B.T Road, Dunlop Super Market, Baranagar, Kolkata",Baranagar,400," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),2.2,Casual Dining,41 votes,Coffee
1692,22.5152806632,88.35782893,The Protein Bistro," P 549, Lake Road, Raja Basanta Road, , Lake Terrace, Southern Avenue, Kolkata",Southern Avenue,700," Cafe, Continental, Healthy Food, Juices",                                7 AM to 10 PM (Mon-Sun),3.7,Cafe,129 votes,"Spaghetti,AlmondShake,DetoxJuice,MashedPotato,FishGrill"
1693,22.6222359,88.4456597,Raya Bar & Lounge By Pipal Tree," RGM-AS/465, Hatiara, Main Arterial Road","Pipal Tree Hotel, Rajarhat New Town",1200," Continental, North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3.6,"Bar,Casual Dining",34 votes,
1694,22.5026106,88.3923953,Only Alibaba - Thali,,,,,,,,,
1695,22.5152806632,88.35782893,The Protein Bistro," P 549, Lake Road, Raja Basanta Road, , Lake Terrace, Southern Avenue, Kolkata",Southern Avenue,700," Cafe, Continental, Healthy Food, Juices",                                7 AM to 10 PM (Mon-Sun),3.7,Cafe,129 votes,"Spaghetti,AlmondShake,DetoxJuice,MashedPotato,FishGrill"
1696,22.6222359,88.4456597,Raya Bar & Lounge By Pipal Tree," RGM-AS/465, Hatiara, Main Arterial Road","Pipal Tree Hotel, Rajarhat New Town",1200," Continental, North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3.6,"Bar,Casual Dining",34 votes,
1697,22.5139476196,88.396057114,H2O," 387, Rajadanga Main Road, Rashbehari Connector, Kasba, Kolkata",Kasba,600," North Indian, Chinese, Continental",                                1 PM to 11:30 PM (Mon-Sun),2.7,"Casual Dining,Bar",84 votes,"Noodles,TandooriChicken,Chowmein,BarbequeChicken"
1698,22.6335336,88.4346998,Green Chilli Restaurant,,,,,,,,,"GreenChilli,Chowmein,FriedRice,EggRoll"
1699,22.6529659953,88.3774871752,Dunlop Coffee House," 150/A, B.T Road, Dunlop Super Market, Baranagar, Kolkata",Baranagar,400," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),2.2,Casual Dining,41 votes,Coffee
1700,22.465287,88.380605,Food Junction,,,,,,,,,"ChickenBharta,Noodles,RumaliRoti,GarlicChicken"
1701,22.5026106,88.3923953,Only Alibaba - Thali,,,,,,,,,
1702,22.5412212,88.352885,Club Camacs Mehfill," 233/3, A.J.C. Bose Road, Minto Park, Kolkata",Minto Park,450," Chinese, North Indian",                                11 AM to 11:30 PM (Mon-Sun),2.8,Casual Dining,8 votes,
1703,22.6335813,88.4348133,Shree Krishna Veg Kitchen," RGM-64, VIP Road Kaikhali Mondalganti, Kaikhali, Kolkata",Kaikhali,300," North Indian, Chinese",                                12 Noon to 12 Midnight (Mon-Sun),3,Quick Bites,6 votes,
1704,22.5709079619,88.3613654226,Bindass Food Plaza," 18, College Street, Kolkata College Street",College Street,250," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),2.7,Quick Bites,21 votes,
1705,22.5696327312,88.3606271446,Triasha Fast Food," 213A, B.B. Ganguly Street, Bow Bazar, Kolkata",Bow Bazar,250," Street Food, Chinese, Biryani",                                1 PM to 10 PM (Mon-Sun),2.7,Quick Bites,25 votes,
1706,22.5847678656,88.3650306612,Khuro Mahashay," 108, Simla Street, Raja Bazar, Machuabazar, Kolkata",Machuabazar,100, Mithai,                                10 AM to 11 PM (Mon-Sun),3,Sweet Shop,6 votes,
1707,22.5154819813,88.3611914143,Black Candy," P 450, Keyatala Road, Southern Avenue, Kolkata",Southern Avenue,500," Cafe, Chinese",                                12 Noon to 9 PM (Mon-Sun),2.7,Cafe,43 votes,RoastChicken
1708,22.5754236,88.3021803,Zaika Bar and Restaurant," 43/1/1, Bholanath Nandy Lane, Belepole, Kona Exp Way, Howrah",Kona Exp Way,450," North Indian, Chinese",                                11 AM to 10:30 PM (Mon-Sun),2.5,"Casual Dining,Bar",142 votes,"ChickenTikkaButterMasala,Kulcha,Noodles,CrispyChilliBabycorn"
1709,22.4603303,88.3817819,Pizza Kolkata," 222, Garia Main Road, Garia, Kolkata",Garia,500," Pizza, Fast Food, Chinese, Thai",                                11 AM to 11 PM (Mon-Sun),3.4,Casual Dining,45 votes,"DoubleChickenLasagne,Noodles"
1710,22.5603639666,88.3622076362,Jashoda Mistanna Bhandar," 50/1, S.N  Banerjee Road, Taltala, Kolkata",Taltala,100, Mithai,                                6 AM to 9:30 PM (Mon-Sun),3.4,Sweet Shop,22 votes,
1711,22.5428544974,88.3906159177,Golden Phoenix Chinese," 44/1, Matheswartala Road, Tangra, Kolkata",Tangra,800, Chinese,                                12 Noon to 10:30 PM (Mon-Sun),3.2,Casual Dining,48 votes,Noodles
1712,22.5779594,88.4004673,Grill Mates," 3rd Floor, Food Court, Mani Square Mall, 164/1, E.M. Bypass, Kankurgachi, Kolkata","Mani Square Mall, Kankurgachi",450, North Indian,                                11 AM to 10 PM (Mon-Sun),2.9,Food Court,38 votes,"MurghTangdiKebab,MurgReshmiKabab,TikkaKebab,TangdiKabab"
1713,22.5697166324,88.3705043793,Station Cafe," 28, A.P.C Road, Sealdah Area, Kolkata",Sealdah Area,700," Continental, Chinese, North Indian",                                11 AM to 10 PM (Mon-Sun),3.1,Casual Dining,28 votes,FishGrill
1714,22.5273228,88.3685873,Baked N Fried," 99/1, Ballygunge Place, Ballygunge, Kolkata",Ballygunge,250," Chinese, Fast Food","                                5:30 PM to 10:30 PM (Mon, Tue, Wed, Fri, Sat, Sun)...",3.6,Quick Bites,89 votes,"ChickenDrumsticks,Momos,FishFry,FriedFish,Chowmein"
1715,22.5153185,88.3518703,Sharma Sweets & Snacks," 32C, Lake Road, Desapriya Park, Kolkata",Desapriya Park,200," Mithai, Street Food",                                7 AM to 9 PM (Mon-Sun),3.7,Sweet Shop,62 votes,"Lassi,Samosa,GulabJamun,Kalakand,Rasgulla,Rabri,Dhokla"
1716,22.6223572,88.4448375,Coriander," Near Chinar Park, Noapara",Rajarhat New Town,850," North Indian, Chinese",                                8 AM to 11 PM (Mon-Sun),2.7,Casual Dining,38 votes,"MuttonRoganjosh,Mocktails,Rasgulla,ButterNaan,LunchBuffet"
1717,22.5372285,88.3517815,Chaskaa Reloaded Cafe," 1st Floor, 1, Allenby Road, Near Forum Mall, Elgin, Kolkata",Elgin,550," Cafe, Italian",                                7 AM to 1 AM (Mon-Sun),3.1,Cafe,122 votes,"Mocktails,ChilliBabycorn"
1718,22.4757419537,88.3619477163,D Cakes," NSC Bose Road, Bansdroni, Tollygunge, Kolkata",Tollygunge,500, Bakery,                                9 AM to 9 PM (Mon-Sun),3.1,Bakery,10 votes,
1719,22.5857042953,88.4052738547,Pappu Chaiwalla," DB 7, Sector 1, Salt Lake","Sector 1, Salt Lake",400," Beverages, Fast Food",                                8 AM to 12 Midnight (Mon-Sun),3.7,Quick Bites,39 votes,"Maggi,Chai,BunMaskas,BreadPakora"
1720,22.5454432199,88.3518398926,Phoenix - The Astor Hotel," The Astor, 15, Shakespeare Sarani, Near Nightingale Hospital, Camac Street Area, Kolkata","The Astor Hotel, Theatre Road",1800," Continental, Asian, North Indian","                                Closed (Mon-Tue),5 PM to 2 AM (Wed, Fri, Sat), 5 PM...",3.3,"Club,Bar",13 votes,
1721,22.6929823,88.4641388,Just Bites,,,,,,,,,
1722,22.6200524,88.3948165,Pintu da's momo,,,,,,,,,
1723,22.6016932,88.3750081,Reyhani's Kitchen,,,,,,,,,
1724,22.5968973103,88.3711249754,Sutanuti Junction," 32A, Shyampukur Street, Hatibagan, Kolkata",Hatibagan,400," North Indian, Chinese",                                12 Noon to 10:30 PM (Mon-Sun),2.6,Casual Dining,209 votes,"SchezwanChicken,DumAloo,ChickenMaharani,Noodles,ButterNaan"
1725,22.5232789,88.3457224,Tufaani Biryani," 3B, Sadananda Road, Near ICICI Bank, Hazra, Kolkata",Hazra,200," Biryani, Street Food",                                12 Noon to 10:30 PM (Mon-Sun),3.6,Quick Bites,64 votes,"ChikenRoll,TufaniBiryani"
1726,22.5738620927,88.3577316999,Kitchen Restaurant," 75, Phears Lane, Bara Bazar, Kolkata",Bara Bazar,300," Fast Food, Chinese, North Indian, Biryani",                                11:30 AM to 11 PM (Mon-Sun),3.4,Casual Dining,92 votes,"MuttonPasanda,TandooriChicken,Firni,ChickenButterMasala,ChickenChatpata"
1727,22.5424890997,88.3927130699,Fung Fa," 119/A/1, Matheshwartala Road, Tangra, Kolkata",Tangra,700, Chinese,                                12 Noon to 11 PM (Mon-Sun),3.1,"Casual Dining,Bar",61 votes,Decor
1728,22.4930142,88.3454491,The Chaiwali," 255/256, D.S. Road, Near Mahanayak Uttam Kumar Metro Station, Tollygunge, Kolkata",Tollygunge,70," Tea, Beverages, Street Food",                                11 AM to 9 PM (Mon-Sun),3.2,Beverage Shop,13 votes,
1729,22.5249204,88.3659547,Su Swagatam," 6, Mandeville Gardens, Gariahat, Kolkata",Gariahat,300," Chinese, Mughlai, North Indian",                                11 AM to 12 Midnight (Mon-Sun),2.1,Quick Bites,81 votes,"TandooriChicken,GarlicChicken"
1730,22.540991,88.3565045,Sky Lounge - Park Prime,,,,,,,,,
1731,22.5382752,88.3653259,Forever Yogurt," 4th Floor, Quest Mall, 33, Sir Syed Ali Avenue, Ballygunge, Kolkata","Quest Mall, Ballygunge",300, Desserts,"                                10 AM to 11 PM (Mon-Thu),10 AM to 12 Midnight (Fri-Sun)",3.4,Dessert Parlor,165 votes,ChocolateFudge
1732,22.595590128,88.4103633463,Kung Pao," BD 46, Sector 1, Salt Lake","Sector 1, Salt Lake",700," Chinese, Thai",                                11 AM to 11 PM (Mon-Sun),2.7,Casual Dining,12 votes,"KungPaoChicken,ClearSoup,SweetCornSoup,NasiGoreng,GarlicChicken,CantoneseNoodles"
1733,22.5359805,88.3606062,Tai Chien Village,,,,,,,,,"TaiPaiChicken,SeaFood"
1734,22.5143737985,88.3565076068,The Blue Door," P 537, Raja Basant Roy Road, Near Tyagraja Hall, Southern Avenue, Kolkata",Southern Avenue,900," Continental, Seafood, Desserts, Italian, North Indian, Chinese, Salad, Thai","                                12 Noon to 4 PM, 7 PM to 11 PM (Mon-Sun)",3.5,Casual Dining,381 votes,"LambRoast,CoconutIceCream,Cannelloni,StuffedMushroom,Paella,GinChickenOlivetti,PorkChops"
1735,22.5859794961,88.3659352362,Urbans Cafe,,,,,,,,,"Momos,ClubSandwich,GrilledSandwich"
1736,22.6014251,88.4058099,Toaste Adda," 217, Block B, Lake Town, Kolkata",Lake Town,200, Fast Food,                                11 AM to 10 PM (Mon-Sun),3.6,Quick Bites,204 votes,"Mocktails,ChocolateSandwich,Momos,Maggi,WhiteSaucePasta,CheesyGarlicBread,MixedSaucePasta"
1737,22.516325,88.351318,Tiffin Box,,,,,,,,,
1738,22.516325,88.351318,Flavourbox,,,,,,,,,"Noodles,UdonNoodle"
1739,22.516325,88.351318,Have It,,,,,,,,,
1740,22.4586408,88.3840435,Burn Chillies," 2138, Garia Garden, Hindusthan More, Garia, Kolkata",Garia,500," North Indian, Chinese",                                12 Noon to 10:30 PM (Mon-Sun),3.4,Quick Bites,18 votes,
1741,22.562316,88.399796,The Fine Fast Food Centre,,,,,,,,,
1742,22.4890154172,88.36161118,Tweet And Eat,,,,,,,,,
1743,22.5506366205,88.3552935719,Dreamland Restaurant & Bar," 83A, Park Street, Park Street Area, Kolkata",Park Street Area,500," North Indian, Mughlai, Bengali, Chinese",                                12 Noon to 10 PM (Mon-Sun),3.3,Casual Dining,47 votes,Decor
1744,22.5744001575,88.3576971665,SBFC Food Funda,,,,,,,,,
1745,22.5744001575,88.3576971665,Ping's Cafe Orient,,,,,,,,,
1746,22.5951580091,88.3713013306,Dhawaq Restaurant,,,,,,,,,
1747,22.574331,88.3497743,Indian Sweets,,,,,,,,,
1748,22.6141068,88.4115023,Vinayaka Sweets & Snacks,,,,,,,,,
1749,22.5936298,88.4332799,Flavour-E-India," BC-386,Barowarotala, Kestopur, Kolkata",Kestopur,400," North Indian, Chinese",                                11 AM to 10 PM (Mon-Sun),2.9,Casual Dining,4 votes,
1750,22.502222539,88.3631796017,Mouth Melto," 414/6, Prince Anwar Shah Road, Near South City Mall, Prince Anwar Shah Road, Kolkata",Prince Anwar Shah Road,250," Bakery, Desserts",                                11:30 AM to 10 PM (Mon-Sun),3.2,Dessert Parlor,19 votes,
1751,22.5806838,88.2966291,Anshuprio Foodie Club," 25, Brojonath Lahiri Lane, Kona Exp Way, Kolkata",Kona Exp Way,250," Chinese, Fast Food",                                4 PM to 11 PM (Mon-Sun),3.1,Quick Bites,18 votes,
1752,22.5806838,88.2966291,Bejing," P-506, Diamond Harbour Road, Behala, Kolkata",Behala,300, Fast Food,                                10 AM to 10:30 PM (Mon-Sun),3.1,Quick Bites,14 votes,
1753,22.5217601743,88.398241438,Jalshaghar," Matangini Colony, 3, Near Tagore Park, Ruby Hospital Area, Kolkata",Ruby Hospital Area,700," North Indian, Chinese",                                11:30 AM to 11:30 PM (Mon-Sun),2.7,Casual Dining,25 votes,
1754,22.5632627,88.3235893,Noodles & Live Pasta," 3rd Floor, Avani Riverside Mall, 32, Jagat Banerjee Ghat Road, Shibpur, Howrah","Avani Riverside Mall, Shibpur",400, Fast Food,                                11 AM to 11 PM (Mon-Sun),2.6,Food Court,38 votes,"ChickenHakkaNoodles,ChickenPasta,ChickenLollipop"
1755,22.4673012803,88.3627759293,The Gourmet Club," A1, Northern Park, Brahmapur, Bansdroni, Naktala, Kolkata",Naktala,400," North Indian, Chinese, Biryani",                                12 Noon to 10:30 PM (Mon-Sun),3.5,Casual Dining,52 votes,
1756,22.5775718488,88.4328181297,Urmila, CN 5,"Sector 5, Salt Lake",500," North Indian, Chinese, Mughlai",                                8 AM to 10:30 PM (Mon-Sun),3.3,Casual Dining,91 votes,"Coffee,ChickenTikkaButterMasala,ChickenKasha,Thali,MasalaPapad,Chowmein,MixedFriedRice"
1757,22.6962514,88.4679533,Classic," 11//1, Barasat, Near Hero Honda, Barasat, Kolkata",Barasat,300," Chinese, North Indian",                                12 Noon to 11 PM (Mon-Sun),2.6,Casual Dining,37 votes,
